user_id,cluster,x,y
U13740,6,0.07700739800930023,-0.2572658956050873
U91836,0,0.004855899140238762,0.1514192819595337
U73700,3,0.10022053867578506,0.34134894609451294
U34670,8,0.30799660086631775,0.19484905898571014
U8125,5,0.04195303097367287,0.4685211777687073
U19739,0,0.24325333535671234,-0.034506045281887054
U8355,0,0.10975180566310883,0.1096426248550415
U46596,6,0.17951732873916626,-0.12466879189014435
U79199,1,-0.10442230850458145,-0.13309982419013977
U53231,0,0.18160761892795563,0.24276144802570343
U89744,6,0.1515728086233139,-0.21153216063976288
U10045,8,0.5577589869499207,-0.28941524028778076
U92486,8,0.3517795205116272,-0.04338189214468002
U29155,6,0.027075394988059998,-0.0656246691942215
U63162,1,-0.0586698092520237,-0.009160920977592468
U17841,0,0.0362047478556633,0.07380560040473938
U8312,5,-0.03706013411283493,0.051953330636024475
U11306,2,0.2822171747684479,-0.23266680538654327
U38627,9,-0.4879782795906067,-0.370097815990448
U47654,6,0.20210032165050507,0.0713893473148346
U70879,3,0.1401958465576172,0.5115025639533997
U80798,0,0.13058820366859436,0.10172678530216217
U19722,0,0.10084675252437592,-0.019272301346063614
U9306,4,-0.3682117760181427,-0.05965862795710564
U67119,7,-0.18088456988334656,0.15614964067935944
U91678,2,0.30506107211112976,-0.19401758909225464
U12328,3,0.21274761855602264,0.07830484211444855
U44808,8,0.4226744472980499,-0.04368804022669792
U36009,4,-0.22726058959960938,0.13364212214946747
U85394,0,0.0074766939505934715,0.2062690705060959
U6744,4,-0.2263135313987732,-0.20992235839366913
U81585,3,0.3204517960548401,0.1824527531862259
U83994,3,0.19206613302230835,0.3843826651573181
U78244,5,-0.13533036410808563,0.38323551416397095
U50695,0,0.14690230786800385,0.028243087232112885
U49572,4,-0.20241568982601166,0.13950331509113312
U80709,6,0.19741864502429962,0.19480882585048676
U39703,2,0.32997632026672363,-0.3280157446861267
U27024,7,-0.5280027389526367,1.259148120880127e-05
U84248,3,0.28375500440597534,-0.014789707958698273
U78954,6,0.2003052532672882,0.011455491185188293
U40466,0,0.1768575757741928,0.05546388030052185
U15141,2,0.2653716206550598,-0.12712523341178894
U16402,6,0.05295564606785774,-0.1349164843559265
U9312,1,-0.17619362473487854,-0.13261620700359344
U1700,6,-0.04415521398186684,-0.1538245677947998
U53159,2,0.5070005059242249,-0.007273998111486435
U40937,6,0.3034834563732147,-0.16168814897537231
U38865,7,-0.44655510783195496,0.16675244271755219
U78765,4,-0.1704142838716507,-0.07294697314500809
U700,8,0.36030542850494385,-0.03922436386346817
U7932,7,-0.21178172528743744,-0.09052132070064545
U2579,4,-0.327972948551178,0.19717876613140106
U45798,8,0.4049570858478546,-0.18373310565948486
U92183,3,0.41956228017807007,0.16574867069721222
U73329,9,-0.562322735786438,-0.13136276602745056
U61875,4,-0.27225565910339355,0.03363533318042755
U39029,1,-0.08576800674200058,-0.26621437072753906
U39643,5,-0.28784504532814026,0.26564258337020874
U50562,2,0.2976747155189514,-0.4338528513908386
U53276,1,0.1103038415312767,-0.45227503776550293
U54128,2,0.325186163187027,-0.3262818455696106
U47477,3,0.202793151140213,0.20412592589855194
U37844,1,-0.12060870975255966,-0.044602036476135254
U6518,3,0.2722875475883484,0.22439037263393402
U39868,3,0.25757741928100586,0.09004905819892883
U23485,2,0.2711643874645233,-0.4375159740447998
U61371,2,0.5359520316123962,-0.2316455841064453
U63808,8,0.464002788066864,-0.04494353383779526
U2935,9,-0.46451839804649353,-0.26717448234558105
U15363,1,0.12301214784383774,-0.0366421714425087
U5627,7,-0.2591759264469147,0.14956726133823395
U7471,4,-0.1538497507572174,-0.286778062582016
U67565,0,-0.025712866336107254,-0.060033269226551056
U1376,1,0.1248583272099495,-0.06880291551351547
U11533,7,-0.3977913558483124,0.17013826966285706
U22930,2,0.30394992232322693,-0.09204873442649841
U86017,6,0.17374852299690247,-0.0190407857298851
U3616,7,-0.3985149562358856,0.2680889964103699
U47892,2,0.24149081110954285,-0.20141451060771942
U66486,6,0.0032844962552189827,0.013879381120204926
U91389,3,0.4386548697948456,0.11117570102214813
U37127,6,0.05052454397082329,0.13847391307353973
U24775,5,0.04892890155315399,0.10579653084278107
U39222,2,0.5646712779998779,-0.47728168964385986
U5286,1,-0.16019803285598755,0.003319382667541504
U69950,8,0.28867822885513306,-0.11476507782936096
U92093,3,0.09175532311201096,0.26906412839889526
U52005,5,-0.22193323075771332,0.4226897954940796
U27804,3,0.28106483817100525,0.16630440950393677
U52914,9,-0.37717676162719727,-0.48032206296920776
U60663,0,0.10293366760015488,-0.04974585026502609
U12957,8,0.46734336018562317,-0.13872569799423218
U85027,5,-0.19965645670890808,0.27456218004226685
U10585,3,0.2651973366737366,0.19062824547290802
U47761,5,-0.15407675504684448,0.42183536291122437
U13227,8,0.2863830626010895,-0.17383453249931335
U70910,9,-0.5062862634658813,-0.06167401000857353
U53319,4,-0.4796934425830841,-0.025117497891187668
U84084,4,-0.22431476414203644,-0.12155606597661972
U29279,3,0.1671539545059204,0.0582166463136673
U39670,1,-0.034344226121902466,-0.3002721965312958
U21482,2,0.31046590209007263,-0.10446332395076752
U5786,2,0.32888832688331604,-0.0691145658493042
U15527,1,-0.1260811984539032,-0.05658166855573654
U77213,0,-0.026089869439601898,-0.024221718311309814
U77964,6,0.12703613936901093,-0.24623966217041016
U51224,4,-0.16799277067184448,-0.08199119567871094
U62357,3,0.20729610323905945,0.23461396992206573
U46035,5,0.04834488406777382,0.2783668637275696
U80525,9,-0.4388686716556549,-0.17590968310832977
U81530,6,0.09216634929180145,0.2317800670862198
